location,parameter,country,city,date.utc,coordinates_latitude,coordinates_longitude,avgvalue
Hoxeyville,o3,US,WEXFORD,00:00.0,44.180901,-85.738998,0.035833333
Humboldt Mountain -,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.9828,-111.7987,0.0506
Huntington Wildlife,o3,US,ESSEX,00:00.0,43.97,-74.22,0.033
Hurricane,o3,US,WASHINGTON,00:00.0,37.179,-113.3052,0.033714286
Incline,o3,US,Reno-Sparks,00:00.0,39.250437,-119.956741,0.032428571
Indian River Lagoon,o3,US,Vero Beach,00:00.0,27.8492,-80.4554,0.026846154
Indio - Jackson Stre,o3,US,Riverside-San Bernardino-Ontario,00:00.0,33.708566,-116.215394,0.019
Indio-29 Palms,o3,US,N/A,00:00.0,33.71969,-116.1897,0.024923077
Indpls - I-70 E,o3,US,Indianapolis,00:00.0,39.787933,-86.13088,0.012785714
Indpls-Ft. Harrison,o3,US,Indianapolis,00:00.0,39.8589,-86.0214,0.020571429
Indpls-Harding St,o3,US,Indianapolis,00:00.0,39.7489,-86.1861,0.019285714
Indpls-Washington Pa,o3,US,Indianapolis,00:00.0,39.8108,-86.1147,0.019666667
Inglefield,o3,US,Evansville,00:00.0,38.1139,-87.5369,0.015666667
Italy C1044,o3,US,Dallas-Fort Worth-Arlington,00:00.0,32.1772,-96.8711,0.006571429
Ivanhoe C414,o3,US,El Paso,00:00.0,31.7864,-106.3242,0.008285714
Jackson,o3,US,Augusta-Richmond County,00:00.0,33.342201,-81.788597,0.0315
Jackson - Clinton,o3,US,AMADOR,00:00.0,38.342606,-120.764426,0.003923077
Jackson NCORE,o3,US,Jackson,00:00.0,32.329111,-90.182722,0.024545455
Jackson Road,o3,US,Sarasota-Bradenton-Venice,00:00.0,27.0892,-82.3625,0.031666667
Jacobs,o3,US,HUMBOLDT,00:00.0,40.776943,-124.177498,0.022785714
Jean,o3,US,Las Vegas-Paradise,00:00.0,35.785665,-115.357087,0.035428571
Jerome Mack,o3,US,Las Vegas-Paradise,00:00.0,36.141875,-115.078742,0
Joe Neal,o3,US,Las Vegas-Paradise,00:00.0,36.270592,-115.238282,0.036571429
John A. Chesnut Sr.,o3,US,Tampa-St. Petersburg-Clearwater,00:00.0,28.0903,-82.7008,0.027444444
Johnson County,o3,US,JOHNSON,00:00.0,43.87483,-106.50974,0.028933333
Johnstown,o3,US,Johnstown,00:00.0,40.3097,-78.9158,0.009533333
Joshua Tree NP - Bla,o3,US,Riverside-San Bernardino-Ontario,00:00.0,34.0714,-116.3906,0.051428571
Joshua Tree NP - Cot,o3,US,RIVERSIDE,00:00.0,33.7472,-115.8201,0.042
Juel Spring,o3,US,SUBLETTE,00:00.0,42.373001,-109.563004,0.030866667
KILLENS,o3,US,Dover,00:00.0,38.9847,-75.5556,0.0234
KNI-Topeka,o3,US,Topeka,00:00.0,39.0242,-95.7114,0.023428571
Kane Exp. Forest,o3,US,St. Marys,00:00.0,41.598,-78.7674,0.035692308
Karnack C85,o3,US,Marshall,00:00.0,32.6706,-94.1681,0.004142857
Kaufman C71,o3,US,Dallas-Fort Worth-Arlington,00:00.0,32.565,-96.3175,0.022153846
Keene,o3,US,Keene,00:00.0,42.930521,-72.272332,0.034928571
Keller C17,o3,US,Dallas-Fort Worth-Arlington,00:00.0,32.922498,-97.282088,0.01375
Kenner,o3,US,New Orleans-Metairie-Kenner,00:00.0,30.0411,-90.2728,0.031866667
Kernville,o3,US,KERN,00:00.0,35.755,-118.4175,0.009214286
Killeen C1047,o3,US,Killeen-Temple-Fort Hood,00:00.0,31.088002,-97.679734,0.009416667
Kittanning,o3,US,Pittsburgh,00:00.0,40.8142,-79.565,0.0284
Kokomo - E. Vaile Av,o3,US,Kokomo,00:00.0,40.481349,-86.109718,0.012785714
Kutztown,o3,US,BERKS,00:00.0,40.51408,-75.789703,0.030466667
LABP,o3,US,Philadelphia-Camden-Wilmington,00:00.0,40.091702,-75.097801,0.026307692
LANSING FILLEY ST,o3,US,Lansing-East Lansing,00:00.0,42.76138,-84.562867,0.029285714
LAX-Hastings,o3,US,Los Angeles-Long Beach-Santa Ana,00:00.0,33.95507,-118.43046,0.008733333
LEHI,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.474499,-111.805099,0.033733333
LEMONT,o3,US,Chicago-Naperville-Joliet,00:00.0,41.6681,-87.9906,0.0045
LEWES,o3,US,Seaford,00:00.0,38.7833,-75.1667,0.028666667
LSU,o3,US,Baton Rouge,00:00.0,30.4197,-91.1819,0.015
LUMS 2,o3,US,Philadelphia-Camden-Wilmington,00:00.0,39.5511,-75.7308,0.023153846
LYNN,o3,US,Boston-Cambridge-Quincy,00:00.0,42.474701,-70.971901,0.035928571
La Casa NCORE - 4545,o3,US,Denver-Aurora,00:00.0,39.7794,-105.00523,0.005357143
La Habra,o3,US,Los Angeles-Long Beach-Santa Ana,00:00.0,33.925062,-117.952586,0.0055
La Union,o3,US,Las Cruces,00:00.0,31.9306,-106.6306,0.007090909
LaPorte-E. Lincolnwa,o3,US,Michigan City-La Porte,00:00.0,41.6292,-86.6847,0.013714286
Lafayette,o3,US,Lafayette,00:00.0,30.2258,-92.042801,0.02
Lake City,o3,US,Lake City,00:00.0,30.1783,-82.6192,0.022
Lake Elsinore - W. F,o3,US,Riverside-San Bernardino-Ontario,00:00.0,33.676535,-117.331027,0.0094
Lake Ilo,o3,US,DUNN,00:00.0,47.342589,-102.645997,0.017928571
Lake Jackson C1016,o3,US,Houston-Sugar Land-Baytown,00:00.0,29.0436,-95.4736,0.008428571
Lancaster,o3,US,Lancaster,00:00.0,40.0467,-76.2833,0.0288
Lancaster DW,o3,US,Lancaster,00:00.0,40.0439,-76.1125,0.027466667
Lancaster-Division,o3,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.669589,-118.130689,0.0125
Lang C408,o3,US,Houston-Sugar Land-Baytown,00:00.0,29.8342,-95.4892,0.004357143
Laramie County Mobil,o3,US,Cheyenne,00:00.0,41.08536,-104.52277,0.0288125
Laredo C44,o3,US,Laredo,00:00.0,27.517403,-99.515244,0.0145
Las Flores Canyon,o3,US,Santa Barbara-Santa Maria,00:00.0,34.4897,-120.0458,0.040142857
Lassen Volcanic NP,o3,US,Redding,00:00.0,40.5403,-121.5764,0.036642857
Laurel Hill,o3,US,Somerset,00:00.0,39.9878,-79.2514,0.026153846
Laurel Oaks Elementa,o3,US,Naples-Marco Island,00:00.0,26.2992,-81.72,0.025111111
Lawrenceville,o3,US,Pittsburgh,00:00.0,40.4656,-79.9611,0.018571429
Lawton North,o3,US,Lawton,00:00.0,34.632999,-98.428802,0.033
Leavenworth-U.S. Pen,o3,US,Kansas City,00:00.0,39.3275,-94.9513,0.015928571
Lebanon,o3,US,Lebanon,00:00.0,40.33733,-76.383446,0.0315
Lemmon Valley,o3,US,Reno-Sparks,00:00.0,39.645288,-119.840051,0.006285714
Leo HS,o3,US,Fort Wayne,00:00.0,41.221418,-85.016821,0.016071429
Leopold,o3,US,PERRY,00:00.0,38.1131,-86.6036,0.020142857
Lewistown,o3,US,FERGUS,00:00.0,47.048537,-109.455315,0.031076923
Lido Park; McKinley,o3,US,Sarasota-Bradenton-Venice,00:00.0,27.3072,-82.5703,0.033666667
Lincoln,o3,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.89,-121.3,0.0088
Lindon,o3,US,Provo-Orem,00:00.0,40.3414,-111.7136,0.011857143
Livermore - Rincon,o3,US,San Francisco-Oakland-Fremont,00:00.0,37.687526,-121.784217,0.005
Lompoc H Street,o3,US,Santa Barbara-Santa Maria,00:00.0,34.637798,-120.456703,0.011071429
Lompoc HS&P,o3,US,Santa Barbara-Santa Maria,00:00.0,34.7256,-120.4278,0.0437
Londonderry - Moose,o3,US,ROCKINGHAM,00:00.0,42.862531,-71.38014,0.0365
Long Beach - Hudson,o3,US,Los Angeles-Long Beach-Santa Ana,00:00.0,33.802417,-118.219933,0.0028
Longview C19/C127,o3,US,Longview,00:00.0,32.378682,-94.711811,0.005285714
Look Rock - GSMNP,o3,US,Knoxville,00:00.0,35.6322,-83.9422,0.034
Los Angeles - N. Mai,o3,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.066429,-118.226755,0.004066667
Los Gatos,o3,US,San Jose-Sunnyvale-Santa Clara,00:00.0,37.2267,-121.9786,0.016181818
Loudonville,o3,US,Albany-Schenectady-Troy,00:00.0,42.6769,-73.7556,0.033571429
Lynchburg Ferry C101,o3,US,Houston-Sugar Land-Baytown,00:00.0,29.7644,-95.0781,0.007785714
Lynn Lane,o3,US,Tulsa,00:00.0,36.1336,-95.7636,0.002
M.K. Goddard,o3,US,Youngstown-Warren-Boardman,00:00.0,41.4271,-80.1451,0.031
MA,o3,US,Salt Lake City,00:00.0,40.712064,-112.111122,0.012615385
MARION,o3,US,Memphis,00:00.0,35.1967,-90.1911,0.017125
MATH & SCIENCE CTR,o3,US,Richmond,00:00.0,37.55652,-77.40027,0.021785714
MICMAC,o3,US,AROOSTOOK,00:00.0,46.6964,-68.033096,0.031142857
MILWAUKEE SER DNR,o3,US,Milwaukee-Waukesha-West Allis,00:00.0,43.0611,-87.9125,0.033769231
MLK,o3,US,Philadelphia-Camden-Wilmington,00:00.0,39.7394,-75.5581,0.025266667
MOBILE - SANTA ANA,o3,US,SANDOVAL,00:00.0,35.338407,-106.524292,0.010333333
MTSP,o3,US,MONROE,00:00.0,39.4751,-91.78899,0.028428571
Mackville,o3,US,WASHINGTON,00:00.0,37.7046,-85.0485,0.017615385
Madera - Pump Yard,o3,US,Madera,00:00.0,36.8669,-120.01,0.004928571
Madera-City,o3,US,Madera,00:00.0,36.9533,-120.0341,0.007076923
Madisonville,o3,US,New Orleans-Metairie-Kenner,00:00.0,30.4293,-90.1997,0.021357143
Malta,o3,US,PHILLIPS,00:00.0,48.317507,-107.862471,0.024923077
Mammoth Cave NP,o3,US,Bowling Green,00:00.0,37.1314,-86.1481,0.018076923
Manitou Springs,o3,US,Colorado Springs,00:00.0,38.853097,-104.901286,0.036357143
Mannford,o3,US,Tulsa,00:00.0,36.1053,-96.3608,0.031
Manvel Croix Park C8,o3,US,Houston-Sugar Land-Baytown,00:00.0,29.5203,-95.3925,0.004857143
Maricopa - Stanilaus,o3,US,Bakersfield,00:00.0,35.0544,-119.4039,0.035461538
Mayo Clinic,o3,US,Jacksonville,00:00.0,30.2603,-81.4533,0.016428571
McAlester,o3,US,McAlester,00:00.0,34.906082,-95.794128,0.008
McMillan NCORE,o3,US,WASHINGTON,00:00.0,38.921848,-77.013176,0.023333333
Melbourne,o3,US,Palm Bay-Melbourne-Titusville,00:00.0,28.0542,-80.6283,0.024222222
Meraux,o3,US,ST. BERNARD,00:00.0,29.940001,-89.919998,0.0298
Merced - S. Coffee A,o3,US,Merced,00:00.0,37.2817,-120.433601,0.005583333
Mesa - Brooks Reserv,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.4105,-111.8651,0.0356
Mesa Verde NP,o3,US,MONTEZUMA,00:00.0,37.1983,-108.4903,0.044692308
Methodist Hill,o3,US,Chambersburg,00:00.0,39.9611,-77.4756,0.028666667
Miami,o3,US,Miami,00:00.0,36.922222,-94.83889,0
Michigan City-4th St,o3,US,Michigan City-La Porte,00:00.0,41.7169,-86.9075,0.019142857
Middleport,o3,US,Buffalo-Niagara Falls,00:00.0,43.2189,-78.4792,0.035857143
Midlothian OFW C52,o3,US,Dallas-Fort Worth-Arlington,00:00.0,32.482081,-97.026922,0.026928571
Millbrook,o3,US,Poughkeepsie-Newburgh-Middletown,00:00.0,41.7856,-73.6947,0.032357143
Millbrook NCore,o3,US,Raleigh-Cary,00:00.0,35.856111,-78.574167,0.027384615
Miller State Park,o3,US,Manchester-Nashua,00:00.0,42.86183,-71.878626,0.035714286
Millville,o3,US,Vineland-Millville-Bridgeton,00:00.0,39.422272,-75.0252,0.027454545
Mira Loma - Van Bure,o3,US,Riverside-San Bernardino-Ontario,00:00.0,33.996387,-117.4925,0.0038
Mission C43,o3,US,McAllen-Edinburg-Mission,00:00.0,26.226226,-98.29107,0.016642857
Mission Viejo,o3,US,Los Angeles-Long Beach-Santa Ana,00:00.0,33.629991,-117.675875,0.013466667
Missoula Boyd Park,o3,US,MISSOULA,00:00.0,46.842297,-114.020549,0.002153846
Modesto - 14th Stree,o3,US,Modesto,00:00.0,37.642165,-120.994212,0.008307692
Mojave - 923 Poole S,o3,US,Bakersfield,00:00.0,35.05045,-118.14778,0.021846154
Monroe,o3,US,Monroe,00:00.0,32.509701,-92.046097,0.019533333
Monrovia,o3,US,Indianapolis,00:00.0,39.5756,-86.4778,0.021142857
Montoursville,o3,US,Williamsport,00:00.0,41.2508,-76.9239,0.0346
Moore,o3,US,Oklahoma City,00:00.0,35.32,-97.4883,0.027
Morro Bay,o3,US,San Luis Obispo-Paso Robles,00:00.0,35.36639,-120.8426,0.0372
Moshannon,o3,US,DuBois,00:00.0,41.1175,-78.5261,0.0330625
Moxa Arch,o3,US,SWEETWATER,00:00.0,41.750599,-109.789703,0.029285714
Mt Ninham,o3,US,New York-Northern New Jersey-Long Island,00:00.0,41.4561,-73.7103,0.033857143
Mt Rainier- Jackson,o3,US,Seattle-Tacoma-Bellevue,00:00.0,46.7841,-121.740303,0.039
Murphy Ridge,o3,US,Evanston,00:00.0,41.3694,-111.0419,0.038625
Myton,o3,US,DUCHESNE,00:00.0,40.2169,-110.182297,0.022090909
NCORE,o3,US,BROWARD,00:00.0,26.054047,-80.257608,0.025526316
NCore,o3,US,Fairbanks,00:00.0,64.8458,-147.72727,0.033642857
NCore - White Mounta,o3,US,Bishop,00:00.0,37.360701,-118.330835,0.0248
NEA,o3,US,Philadelphia-Camden-Wilmington,00:00.0,40.0767,-75.0108,0.025230769
NEW,o3,US,PHILADELPHIA,00:00.0,39.991389,-75.080833,0.023
NEWKIRK,o3,US,Ponca City,00:00.0,36.956699,-97.034401,0.030923077
NLRAP,o3,US,Little Rock-North Little Rock,00:00.0,34.8306,-92.2594,0.03
NO. BHAM,o3,US,Birmingham-Hoover,00:00.0,33.5531,-86.815,0.021
NORTHBRK,o3,US,Chicago-Naperville-Joliet,00:00.0,42.1406,-87.7994,0.024214286
NR,o3,US,Salt Lake City,00:00.0,40.662841,-111.901796,0.002071429
Napa - Napa Valley C,o3,US,Napa,00:00.0,38.278849,-122.275024,0.007333333
Narragansett,o3,US,Providence-New Bedford-Fall River,00:00.0,41.4942,-71.4219,0.0392
Navajo Lake,o3,US,Farmington,00:00.0,36.8097,-107.6517,0.024818182
Nederland C1035,o3,US,Beaumont-Port Arthur,00:00.0,29.9786,-94.0111,0.0185
New Albany,o3,US,Louisville,00:00.0,38.3081,-85.8342,0.013857143
New Castle,o3,US,New Castle,00:00.0,40.9958,-80.3467,0.021866667
New Garden,o3,US,Philadelphia-Camden-Wilmington,00:00.0,39.8344,-75.7678,0.031066667
New Haven - Criscuol,o3,US,New Haven-Milford,00:00.0,41.301288,-72.902685,0.0325
New Roads,o3,US,Baton Rouge,00:00.0,30.6817,-91.3661,0.024466667
NewCastle,o3,US,WESTON,00:00.0,43.881401,-104.191902,0.035642857
Newark Firehouse,o3,US,New York-Northern New Jersey-Long Island,00:00.0,40.720989,-74.192894,0.029666667
Nez Perce Tribe,o3,US,IDAHO,00:00.0,46.2756,-116.0216,0.023846154
Nicks Lake,o3,US,Utica-Rome,00:00.0,43.6856,-74.9864,0.033642857
Niland - English Roa,o3,US,El Centro,00:00.0,33.2136,-115.5444,0.004928571
Nipomo RP,o3,US,San Luis Obispo-Paso Robles,00:00.0,35.0315,-120.50101,0.042866667
Noblesville-191st St,o3,US,Indianapolis,00:00.0,40.068333,-85.9925,0.018
Norristown,o3,US,Philadelphia-Camden-Wilmington,00:00.0,40.1122,-75.3092,0.027466667
North OKC,o3,US,Oklahoma City,00:00.0,35.612801,-97.472198,0.032
North Phoenix,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.560299,-112.066299,0.008
North Spartanburg FS,o3,US,Spartanburg,00:00.0,34.988602,-82.0756,0.0346
Northwest Harris Co.,o3,US,Houston-Sugar Land-Baytown,00:00.0,30.0394,-95.6739,0.004571429
ORGILL,o3,US,Memphis,00:00.0,35.3772,-89.8319,0.007
Oakland,o3,US,San Francisco-Oakland-Fremont,00:00.0,37.743061,-122.169907,0.007909091
Oakland West,o3,US,San Francisco-Oakland-Fremont,00:00.0,37.8148,-122.282402,0.007181818
Ogden Dunes,o3,US,Chicago-Naperville-Joliet,00:00.0,41.6175,-87.1992,0.011142857
Oildale - 3311 Manor,o3,US,Bakersfield,00:00.0,35.438035,-119.016787,0.016384615
Ojai - Ojai Ave.,o3,US,Oxnard-Thousand Oaks-Ventura,00:00.0,34.4483,-119.2303,0.0105
Osceola Co. Fire Sta,o3,US,Orlando-Kissimmee,00:00.0,28.3478,-81.6367,0.020777778
Osceola National For,o3,US,Jacksonville,00:00.0,30.1972,-82.445,0.021777778
Otay Mesa - Donovan,o3,US,San Diego-Carlsbad-San Marcos,00:00.0,32.579361,-116.929486,0.021833333
Ouray,o3,US,UINTAH,00:00.0,40.054848,-109.68737,0.018461538
Oxford,o3,US,Cincinnati-Middletown,00:00.0,39.5327,-84.7286,0.022846154
P2,o3,US,CARBON,00:00.0,39.595798,-110.769997,0.028846154
PARR,o3,US,Little Rock-North Little Rock,00:00.0,34.7561,-92.2758,0.002666667
PECK,o3,US,Wichita,00:00.0,37.4769,-97.3664,0.026142857
PEORIA_F,o3,US,Peoria,00:00.0,40.6869,-89.6072,0.006642857
POMPANO_BEACH,o3,US,Miami-Fort Lauderdale-Miami Beach,00:00.0,26.2906,-80.0969,0.023375
POTAWATOMI,o3,US,FOREST,00:00.0,45.5639,-88.81,0.036538462
PRYOR,o3,US,MAYES,00:00.0,36.228298,-95.25,0.0195
Palisade Ozone,o3,US,Grand Junction,00:00.0,39.1306,-108.3139,0.02625
Palm Springs - Fire,o3,US,Riverside-San Bernardino-Ontario,00:00.0,33.852605,-116.540965,0.031933333
Palo Verde,o3,US,Las Vegas-Paradise,00:00.0,36.173415,-115.332728,0.028142857
Paonia,o3,US,DELTA,00:00.0,38.8763,-107.6022,0.029571429
Paradise Road,o3,US,Santa Barbara-Santa Maria,00:00.0,34.5414,-119.7906,0.026428571
Parker County C76,o3,US,Dallas-Fort Worth-Arlington,00:00.0,32.8686,-97.9058,0.029230769
Parklane,o3,US,Columbia,00:00.0,34.093899,-80.962196,0.0303
Parlier,o3,US,Fresno,00:00.0,36.5975,-119.5036,0.006214286
Parsons,o3,US,TUCKER,00:00.0,39.0905,-79.6617,0.013833333
Pasadena,o3,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.13263,-118.127142,0.007
Paso Robles - Santa,o3,US,San Luis Obispo-Paso Robles,00:00.0,35.614668,-120.656912,0.018
Paul Meyer,o3,US,Las Vegas-Paradise,00:00.0,36.106389,-115.253333,0.021857143
Paw Park,o3,US,Sarasota-Bradenton-Venice,00:00.0,27.3503,-82.4797,0.033222222
Peckville,o3,US,Scranton--Wilkes-Barre,00:00.0,41.4789,-75.5781,0.030933333
Pee Dee,o3,US,Florence,00:00.0,34.285599,-79.744698,0.028
Penn State,o3,US,State College,00:00.0,40.7208,-77.9319,0.034
Pensacola NAS,o3,US,Pensacola-Ferry Pass-Brent,00:00.0,30.3681,-87.2708,0.02625
Perch River,o3,US,Watertown-Fort Drum,00:00.0,44.0878,-75.9744,0.033071429
Perdue,o3,US,Miami-Fort Lauderdale-Miami Beach,00:00.0,25.586399,-80.326897,0.025857143
Perkinstown,o3,US,TAYLOR,00:00.0,45.2066,-90.5969,0.031
Perris,o3,US,Riverside-San Bernardino-Ontario,00:00.0,33.789331,-117.227639,0.0046
Petrified Forest NP,o3,US,NAVAJO,00:00.0,34.822498,-109.891899,0.0305
Pfizer Lab,o3,US,New York-Northern New Jersey-Long Island,00:00.0,40.868,-73.8782,0.0295
Phelan - Beekley Roa,o3,US,Riverside-San Bernardino-Ontario,00:00.0,34.425052,-117.589813,0.044142857
Phoenix JLG Supersit,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.503601,-112.095001,0.002733333
Pico Rivera,o3,US,LOS ANGELES,00:00.0,34.010283,-118.068484,0.003933333
Pilot Point C1032,o3,US,Dallas-Fort Worth-Arlington,00:00.0,33.4107,-96.9437,0.019928571
Pinal Air Park,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,32.508308,-111.30806,0.017333333
Pinedale,o3,US,SUBLETTE,00:00.0,42.9288,-109.788,0.040461538
Pinedale Gaseous,o3,US,SUBLETTE,00:00.0,42.8698,-109.8708,0.028875
Pinehurst,o3,US,FRESNO,00:00.0,36.6972,-119.0189,0.038285714
Piney Run,o3,US,GARRETT,00:00.0,39.705799,-79.011902,0.026416667
Pinnacle Peak Club H,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.712299,-111.852699,0.046785714
Pinnacle State Park,o3,US,Corning,00:00.0,42.0972,-77.2103,0.033142857
Pinnacles NM,o3,US,San Jose-Sunnyvale-Santa Clara,00:00.0,36.485001,-121.155602,0.013428571
Piru - Pacific,o3,US,Oxnard-Thousand Oaks-Ventura,00:00.0,34.4044,-118.81,0.0242
Piseco Lake,o3,US,HAMILTON,00:00.0,43.4556,-74.515,0.034714286
PittsfieldES,o3,US,BERKSHIRE,00:00.0,42.453035,-73.238776,0.034
Placerville,o3,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.72528,-120.82192,0.034384615
Plummer,o3,US,Bloomington,00:00.0,38.9856,-86.99,0.019769231
Pomona,o3,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.0667,-117.7506,0.004066667
Port Allen,o3,US,Baton Rouge,00:00.0,30.5019,-91.2111,0.026533333
Port Arthur West C28,o3,US,Beaumont-Port Arthur,00:00.0,29.8942,-93.9875,0.016642857
Porterville-NFS,o3,US,TULARE,00:00.0,36.0319,-119.055,0.012916667
Portland - Deering O,o3,US,Portland-South Portland-Biddeford,00:00.0,43.660248,-70.268967,0.034785714
Portland - SE Lafaye,o3,US,Portland-Vancouver-Beaverton,00:00.0,45.496641,-122.602877,0.001066667
Portland Near Road,o3,US,Portland-Vancouver-Beaverton,00:00.0,45.39916,-122.7455,7.14E-05
Portsmouth,o3,US,Boston-Cambridge-Quincy,00:00.0,43.075371,-70.748017,0.033428571
Potato Creek State P,o3,US,South Bend-Mishawaka,00:00.0,41.5517,-86.3706,0.013214286
Preble County,o3,US,Dayton,00:00.0,39.83562,-84.72049,0.018384615
Prescott Pioneer Par,o3,US,Prescott,00:00.0,34.61205,-112.46321,0.034666667
Pride,o3,US,Baton Rouge,00:00.0,30.7008,-91.0561,0.020214286
Prince Edward,o3,US,PRINCE EDWARD,00:00.0,37.17,-78.31,0.023538462
QUINCY,o3,US,Quincy,00:00.0,39.9175,-91.3358,0.027142857
Quaker City,o3,US,NOBLE,00:00.0,39.9428,-81.3373,0.024153846
Queen Valley,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.289398,-111.292801,0.045
Queens,o3,US,New York-Northern New Jersey-Long Island,00:00.0,40.7375,-73.8244,0.030642857
RIVER_Terrace,o3,US,Washington-Arlington-Alexandria,00:00.0,38.895683,-76.958089,0.017933333
ROCKWELL,o3,US,Salisbury,00:00.0,35.551868,-80.395039,0.035076923
ROCK_IS,o3,US,Davenport-Moline-Rock Island,00:00.0,41.5144,-90.5172,0.004785714
ROLAND,o3,US,Fort Smith,00:00.0,35.408138,-94.524414,0.011615385
RUTLAND,o3,US,Rutland,00:00.0,43.608528,-72.98246,0.037538462
"Rangely, CO",o3,US,RIO BLANCO,00:00.0,40.086941,-108.761002,0.014615385
Reading Airport,o3,US,Reading,00:00.0,40.3833,-75.9686,0.031666667
Red Bluff - Walnut o,o3,US,Red Bluff,00:00.0,40.170917,-122.255667,0.0255
Red Mountain,o3,US,Phoenix-Mesa-Scottsdale,00:00.0,33.5079,-111.754601,0.0358
Redding,o3,US,Redding,00:00.0,40.5497,-122.3792,0.023133333
Redhills/Shandon,o3,US,San Luis Obispo-Paso Robles,00:00.0,35.64366,-120.23134,0.031333333
Redlands - Dearborn,o3,US,Riverside-San Bernardino-Ontario,00:00.0,34.059626,-117.147347,0.026666667
Redwash,o3,US,UINTAH,00:00.0,40.204433,-109.35321,0.034307692
Redwood City,o3,US,San Francisco-Oakland-Fremont,00:00.0,37.4828,-122.2022,0.007181818
Reno3,o3,US,Reno-Sparks,00:00.0,39.52507,-119.807744,0.014928571
Reseda,o3,US,Los Angeles-Long Beach-Santa Ana,00:00.0,34.1992,-118.5331,0.009266667
Rider University,o3,US,Trenton-Ewing,00:00.0,40.283092,-74.742645,0.030307692
Rifle Ozone,o3,US,GARFIELD,00:00.0,39.541801,-107.784103,0.008714286
Riverside - Rubidoux,o3,US,Riverside-San Bernardino-Ontario,00:00.0,33.999449,-117.415831,0.003533333
Roanoke Elem. School,o3,US,Huntington,00:00.0,40.9606,-85.3803,0.012357143
Rochester,o3,US,Rochester,00:00.0,43.1461,-77.5481,0.0345
Rockland Cty,o3,US,ROCKLAND,00:00.0,41.182079,-74.028191,0.034583333
Rockwall Heath C69,o3,US,Dallas-Fort Worth-Arlington,00:00.0,32.9361,-96.4592,0.026166667
Rocky Flats - N - 16,o3,US,Denver-Aurora,00:00.0,39.9128,-105.1883,0.041428571
Rocky Mountain NP,o3,US,Fort Collins-Loveland,00:00.0,40.2778,-105.5453,0.042714286
Roosvelt,o3,US,DUCHESNE,00:00.0,40.2943,-110.009,0.018071429
Rose Elementary,o3,US,Tucson,00:00.0,32.1731,-110.9797,0.013533333
Rose Park,o3,US,Salt Lake City,00:00.0,40.7955,-111.9309,0.002214286
Rosenstiel,o3,US,Miami-Fort Lauderdale-Miami Beach,00:00.0,25.7325,-80.162201,0.026642857
Roseville - N.Sunris,o3,US,Sacramento--Arden-Arcade--Roseville,00:00.0,38.74643,-121.26498,0.007923077
Rutgers University,o3,US,New York-Northern New Jersey-Long Island,00:00.0,40.462181,-74.429436,0.029
SAND ISLAND 2 - ANUE,o3,US,Honolulu,00:00.0,21.3039,-157.8711,0.009714286
SEAFORD,o3,US,Seaford,00:00.0,38.6444,-75.6131,0.026066667
SETRPC 40 Sabine Pas,o3,US,Beaumont-Port Arthur,00:00.0,29.7181,-93.8969,0.023692308
SETRPC 43 Jefferson,o3,US,Beaumont-Port Arthur,00:00.0,29.9425,-94.0006,0.024416667
SHELBY FARMS,o3,US,Memphis,00:00.0,35.151588,-89.85022,0.014692308
SHELDAHL,o3,US,POLK,00:00.0,41.849433,-93.697616,0.021384615
SIMMONS PARK,o3,US,Tampa-St. Petersburg-Clearwater,00:00.0,27.7403,-82.4656,0.033533333
SPRNGDLE,o3,US,Fayetteville-Springdale-Rogers,00:00.0,36.1797,-94.1167,0.0194
STILWELL CASTNET & N,o3,US,ADAIR,00:00.0,35.750599,-94.669701,0.024384615
SYDNEY,o3,US,Tampa-St. Petersburg-Clearwater,00:00.0,27.9659,-82.230617,0.022133333
Sacaton,o3,US,PINAL,00:00.0,33.080003,-111.739298,0.019933333
Saguaro Monument,o3,US,Tucson,00:00.0,32.1764,-110.7378,0.040666667
Salamonie Reservoir,o3,US,Wabash,00:00.0,40.816,-85.6611,0.015692308
San Andreas,o3,US,CALAVERAS,00:00.0,38.20185,-120.680277,0.010153846
San Antonio,o3,US,Tampa-St. Petersburg-Clearwater,00:00.0,28.3322,-82.3056,0.019111111
San Antonio Northwes,o3,US,San Antonio,00:00.0,29.514999,-98.620003,0.004928571
San Bernadino - 4th,o3,US,Riverside-San Bernardino-Ontario,00:00.0,34.106678,-117.274063,0.003066667
San Diego - Kearny V,o3,US,SAN DIEGO,00:00.0,32.845467,-117.123894,0.01975
